months_as_customer,age,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
322,44,2004-12-19,IL,1000,1156.19,0,FEMALE,College,machine-op-inspct,husband,49900,-62700,2015-02-15,Multi-vehicle Collision,Major Damage,NY,Northbrook,20,3,YES,0,3,49400,9880,4940,34580,Jeep,Wrangler,2010,N
204,38,2000-11-15,IL,2000,1124.47,0,FEMALE,MD,tech-support,wife,0,-45100,2015-02-14,Single Vehicle Collision,Total Loss,SC,Northbrook,5,1,NO,0,1,90530,16460,16460,57610,Ford,F150,2003,N
76,31,2007-03-14,OH,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,2015-01-31,Vehicle Theft,Minor Damage,WV,Northbrook,7,1,NO,2,1,8030,1460,730,5840,Mercedes,E400,1995,N
193,40,2004-12-28,IL,500,1155.38,0,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,2015-01-28,Single Vehicle Collision,Minor Damage,NY,Columbus,6,1,NO,0,0,63900,6390,6390,51120,Accura,TL,2001,N
405,55,1999-07-05,IL,500,878.19,0,MALE,PhD,machine-op-inspct,unmarried,57100,0,2015-03-01,Multi-vehicle Collision,Minor Damage,NC,Northbend,2,4,YES,0,2,38640,4830,4830,28980,Chevrolet,Tahoe,1997,N
435,58,1997-11-15,IN,2000,1145.85,0,MALE,JD,sales,not-in-family,0,-40000,2015-01-10,Multi-vehicle Collision,Total Loss,NY,Columbus,19,3,?,1,1,41490,9220,4610,27660,Mercedes,E400,2004,N
54,35,2010-09-27,IN,500,1261.28,0,FEMALE,MD,protective-serv,unmarried,68500,-42100,2015-02-25,Multi-vehicle Collision,Minor Damage,VA,Springfield,21,3,YES,2,0,79090,14380,7190,57520,Nissan,Maxima,2012,N
144,35,1993-08-30,IL,500,1427.46,0,MALE,High School,machine-op-inspct,wife,0,0,2015-01-30,Multi-vehicle Collision,Major Damage,WV,Springfield,3,3,?,0,0,87900,17580,8790,61530,Dodge,Neon,1995,N
92,32,1998-01-29,IL,500,1592.41,0,MALE,Masters,prof-specialty,husband,58900,-29100,2015-02-06,Single Vehicle Collision,Total Loss,WV,Columbus,22,1,?,2,3,53400,5340,5340,42720,Jeep,Wrangler,1996,N
173,36,2007-08-18,OH,1000,1274.63,0,MALE,College,machine-op-inspct,unmarried,51000,0,2015-02-08,Single Vehicle Collision,Total Loss,SC,Springfield,22,1,YES,2,3,52030,9460,9460,33110,Accura,MDX,1995,N
436,60,1992-04-14,IN,500,1362.31,0,MALE,High School,prof-specialty,wife,67600,-65300,2015-01-13,Single Vehicle Collision,Minor Damage,VA,Arlington,16,1,NO,0,2,82060,14920,7460,59680,Saab,93,2005,N
155,35,1993-08-09,OH,1000,919.37,0,FEMALE,Associate,protective-serv,not-in-family,83600,0,2015-01-18,Single Vehicle Collision,Minor Damage,NY,Northbrook,0,1,?,0,3,48360,8060,8060,32240,Nissan,Maxima,1997,N
78,31,1991-04-02,OH,1000,1377.23,0,FEMALE,Masters,armed-forces,unmarried,72600,0,2015-03-01,Multi-vehicle Collision,Minor Damage,NY,Hillsdale,1,3,?,2,1,52290,5810,11620,34860,Nissan,Maxima,1997,N
440,57,2007-03-15,IL,1000,995.55,5000000,MALE,College,protective-serv,wife,51500,-52100,2015-02-02,Multi-vehicle Collision,Major Damage,SC,Arlington,19,3,YES,0,3,68200,12400,12400,43400,Jeep,Wrangler,2007,Y
264,43,2010-05-01,IL,500,1508.12,6000000,MALE,PhD,craft-repair,wife,0,0,2015-01-20,Multi-vehicle Collision,Major Damage,NY,Columbus,0,3,?,2,1,60750,13500,6750,40500,Jeep,Wrangler,2015,Y
66,30,2003-06-24,IN,500,484.67,0,FEMALE,College,adm-clerical,wife,21100,-60800,2015-01-24,Multi-vehicle Collision,Major Damage,SC,Arlington,2,3,?,0,2,65560,11920,11920,41720,Volkswagen,Passat,2015,Y
366,50,1990-07-08,IN,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,21200,0,2015-01-04,Multi-vehicle Collision,Minor Damage,NY,Arlington,5,3,YES,1,3,70290,12780,12780,44730,Mercedes,C300,2012,N
188,37,1994-09-24,OH,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,46300,0,2015-01-17,Single Vehicle Collision,Total Loss,SC,Columbus,6,1,?,2,0,45000,5000,5000,35000,Suburu,Forrestor,2003,N
224,39,2012-06-20,IL,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,0,-47100,2015-02-04,Multi-vehicle Collision,Total Loss,VA,Riverwood,21,3,YES,2,1,61800,12360,6180,43260,Suburu,Impreza,2007,N
253,46,2006-04-19,IL,500,1358.2,0,FEMALE,MD,transport-moving,husband,52900,0,2015-02-14,Multi-vehicle Collision,Major Damage,NY,Columbus,11,3,YES,0,0,64570,5870,11740,46960,Jeep,Wrangler,2001,N
446,61,1999-04-07,IL,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,49900,-62100,2015-01-07,Single Vehicle Collision,Minor Damage,VA,Springfield,3,1,YES,2,0,70500,7050,14100,49350,Suburu,Forrestor,2007,N
169,37,2001-12-07,IL,1000,936.19,0,MALE,JD,armed-forces,other-relative,70600,-48500,2015-02-02,Multi-vehicle Collision,Total Loss,SC,Northbrook,4,3,?,2,1,57900,17370,5790,34740,Audi,A5,2005,N
255,46,2006-11-25,IL,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,0,-52600,2015-01-12,Multi-vehicle Collision,Minor Damage,WV,Northbrook,2,3,NO,1,0,57860,5260,10520,42080,Volkswagen,Jetta,2011,N
209,39,1996-12-06,IN,500,1264.99,0,MALE,PhD,transport-moving,husband,67800,0,2015-01-01,Single Vehicle Collision,Minor Damage,VA,Northbrook,22,1,?,1,1,37800,8400,4200,25200,Chevrolet,Silverado,1995,N
210,37,2012-07-10,OH,500,1467.76,0,FEMALE,MD,tech-support,own-child,38700,-33100,2015-02-22,Single Vehicle Collision,Total Loss,NY,Northbend,8,1,?,1,3,63300,6330,6330,50640,Toyota,Highlander,2000,N
174,33,2014-04-07,IN,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,0,0,2015-01-16,Multi-vehicle Collision,Total Loss,WV,Northbrook,14,3,YES,0,1,44200,8840,4420,30940,Saab,93,1995,N
70,28,2003-10-11,IL,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,67200,-59400,2015-01-28,Multi-vehicle Collision,Minor Damage,WV,Arlington,14,4,NO,1,0,31680,3520,3520,24640,Toyota,Camry,2006,N
89,32,2015-01-17,IN,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,49100,-45100,2015-01-23,Parked Car,Trivial Damage,WV,Northbrook,5,1,YES,1,2,100,10,20,70,Audi,A3,2002,N
458,61,1992-12-07,IN,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,2015-02-25,Single Vehicle Collision,Minor Damage,WV,Columbus,18,1,NO,2,1,56340,6260,6260,43820,Volkswagen,Passat,2003,N
239,40,2004-11-29,IN,500,1463.95,0,FEMALE,JD,sales,own-child,0,0,2015-02-11,Multi-vehicle Collision,Total Loss,NC,Springfield,20,3,?,0,0,69740,6340,6340,57060,Dodge,Neon,2003,N
161,38,2004-01-02,IL,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,60200,0,2015-01-03,Multi-vehicle Collision,Total Loss,WV,Springfield,0,3,YES,2,2,60480,5040,15120,40320,Volkswagen,Jetta,2003,N
446,61,2006-01-25,IN,1000,1037.32,0,FEMALE,High School,tech-support,wife,0,-15700,2015-01-30,Multi-vehicle Collision,Minor Damage,NC,Hillsdale,1,3,?,2,1,80880,6740,13480,60660,Nissan,Ultima,2005,N
476,61,1993-04-18,IN,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,2015-01-18,Single Vehicle Collision,Total Loss,WV,Hillsdale,10,1,?,1,2,49390,8980,4490,35920,Suburu,Legacy,2009,N
70,29,2006-12-09,IN,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,62400,-52300,2015-01-04,Single Vehicle Collision,Minor Damage,NC,Riverwood,12,1,NO,0,3,69360,11560,11560,46240,Dodge,RAM,2009,N
233,41,1997-08-30,OH,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,67100,0,2015-01-20,Vehicle Theft,Minor Damage,NY,Springfield,6,1,NO,0,1,3740,680,680,2380,Chevrolet,Malibu,2011,N
122,33,1991-06-03,IL,500,1236.5,0,MALE,PhD,other-service,husband,0,-48700,2015-02-12,Parked Car,Trivial Damage,NY,Hillsdale,1,1,NO,0,1,5060,460,920,3680,Nissan,Ultima,2003,N
335,48,1995-09-06,IL,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,59900,-34800,2015-02-19,Multi-vehicle Collision,Total Loss,WV,Columbus,21,3,NO,0,0,35860,3260,6520,26080,BMW,X5,2005,Y
257,40,2000-02-09,IN,2000,1306.0,0,MALE,Associate,machine-op-inspct,husband,46100,-46900,2015-02-21,Multi-vehicle Collision,Major Damage,NY,Columbus,3,3,YES,2,1,50050,7700,3850,38500,Ford,Fusion,2008,Y
85,27,1996-07-23,IL,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,50400,-61500,2015-02-02,Multi-vehicle Collision,Minor Damage,NY,Northbend,14,4,YES,0,0,59070,10740,5370,42960,Toyota,Camry,2012,N
133,30,2005-09-21,IN,1000,1231.01,0,MALE,College,adm-clerical,husband,0,-31700,2015-02-01,Multi-vehicle Collision,Minor Damage,SC,Riverwood,19,3,NO,1,2,28440,3160,3160,22120,Dodge,Neon,2007,N
119,34,2011-12-30,IL,500,1299.18,0,FEMALE,College,tech-support,wife,57100,0,2015-01-08,Single Vehicle Collision,Major Damage,OH,Springfield,7,1,YES,2,1,45540,8280,8280,28980,Honda,Civic,1998,Y
169,34,1996-07-21,IN,500,1469.75,0,FEMALE,JD,sales,not-in-family,0,-57600,2015-01-16,Single Vehicle Collision,Minor Damage,VA,Arlington,0,1,?,0,0,38700,7740,3870,27090,Volkswagen,Passat,2012,N
225,39,1996-04-08,OH,500,1390.72,0,MALE,Masters,tech-support,other-relative,83900,-52100,2015-02-20,Parked Car,Trivial Damage,SC,Northbrook,6,1,YES,2,1,5830,1060,530,4240,Nissan,Pathfinder,2011,N
84,32,2001-03-04,IL,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,0,0,2015-01-30,Single Vehicle Collision,Total Loss,NY,Northbend,0,1,YES,0,2,57240,4770,9540,42930,BMW,X6,1995,Y
169,39,2001-10-19,OH,2000,1140.15,0,MALE,High School,armed-forces,husband,0,-36800,2015-01-19,Multi-vehicle Collision,Total Loss,VA,Riverwood,9,3,YES,0,3,46200,4200,8400,33600,Suburu,Legacy,2015,N
124,32,2006-08-18,IN,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,29300,0,2015-02-25,Single Vehicle Collision,Total Loss,NY,Columbus,23,1,YES,0,1,57700,5770,5770,46160,Toyota,Camry,2003,N
320,48,2013-04-28,IL,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,46300,-41700,2015-01-24,Multi-vehicle Collision,Minor Damage,WV,Northbrook,13,3,NO,2,0,56160,4680,9360,42120,Saab,95,1995,N
297,47,2009-11-29,IN,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,0,-59500,2015-01-16,Multi-vehicle Collision,Total Loss,WV,Columbus,0,3,?,0,3,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N
421,56,1990-02-15,IN,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,49500,-81100,2015-01-12,Single Vehicle Collision,Major Damage,NY,Hillsdale,7,1,?,2,3,92730,16860,8430,67440,Mercedes,E400,2004,Y
136,33,2002-04-12,OH,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,37900,0,2015-01-04,Single Vehicle Collision,Minor Damage,NC,Northbrook,23,1,YES,0,1,30700,3070,6140,21490,Toyota,Corolla,2015,N
46,24,1999-02-21,OH,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,46800,0,2015-02-02,Single Vehicle Collision,Major Damage,NY,Northbrook,7,1,NO,2,0,56600,11320,5660,39620,Toyota,Camry,1999,N
34,24,2011-06-18,IN,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,0,-27700,2015-02-01,Parked Car,Trivial Damage,VA,Hillsdale,20,1,YES,0,1,3960,660,660,2640,Audi,A3,1998,N
95,30,1995-03-26,IL,2000,1370.92,0,MALE,College,transport-moving,unmarried,48900,0,2015-02-14,Single Vehicle Collision,Minor Damage,SC,Arlington,22,1,YES,0,3,34800,3480,6960,24360,Accura,MDX,1999,N
140,36,1991-05-03,IN,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,43200,0,2015-02-08,Multi-vehicle Collision,Minor Damage,NY,Riverwood,10,3,?,2,0,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N
200,34,2001-12-19,IN,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,0,0,2015-01-22,Single Vehicle Collision,Total Loss,NY,Arlington,10,1,?,2,2,56000,5600,5600,44800,Chevrolet,Malibu,2009,N
123,29,2012-08-05,IN,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,2015-01-14,Single Vehicle Collision,Minor Damage,NC,Arlington,17,1,YES,1,0,73260,16280,0,56980,Volkswagen,Jetta,2014,Y
267,46,2004-08-09,OH,2000,1111.17,0,MALE,MD,craft-repair,unmarried,35000,0,2015-02-03,Parked Car,Trivial Damage,WV,Arlington,3,1,YES,2,3,4950,900,450,3600,Toyota,Camry,1995,N
290,42,2014-01-20,IN,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,32500,0,2015-01-20,Single Vehicle Collision,Minor Damage,WV,Hillsdale,10,1,NO,0,1,48000,4800,9600,33600,Saab,95,2013,N
45,37,2011-12-19,IN,1000,1114.23,0,MALE,College,prof-specialty,wife,0,0,2015-01-01,Single Vehicle Collision,Major Damage,SC,Arlington,1,1,YES,0,1,52200,10440,5220,36540,Nissan,Pathfinder,2005,N
186,38,2008-07-28,IN,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Minor Damage,NY,Springfield,1,3,NO,2,3,73800,12300,12300,49200,Audi,A3,1995,N
135,34,1998-05-05,IL,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,0,-69600,2015-01-23,Single Vehicle Collision,Total Loss,NC,Northbend,7,1,?,1,2,78200,15640,7820,54740,Audi,A3,2009,N
110,33,1995-04-16,IN,1000,1183.48,0,MALE,Associate,other-service,husband,0,0,2015-01-26,Single Vehicle Collision,Major Damage,VA,Northbend,19,1,?,2,3,55200,13800,9200,32200,Saab,93,2015,Y
259,43,1992-02-14,IL,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,2015-01-02,Multi-vehicle Collision,Total Loss,NY,Northbend,3,3,NO,0,2,57060,6340,6340,44380,Ford,Fusion,2012,N
114,30,2007-07-11,OH,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,0,-34700,2015-02-25,Vehicle Theft,Minor Damage,WV,Arlington,3,1,NO,0,3,4680,520,520,3640,Chevrolet,Malibu,2013,N
404,56,2010-04-07,IN,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,2015-01-15,Single Vehicle Collision,Minor Damage,VA,Hillsdale,23,1,NO,2,0,53100,5310,5310,42480,Accura,MDX,2005,Y
282,48,1991-03-10,OH,2000,1422.56,7000000,FEMALE,MD,prof-specialty,husband,26900,-55300,2015-02-09,Vehicle Theft,Minor Damage,WV,Springfield,7,1,?,1,2,3520,640,320,2560,Accura,MDX,2013,N
57,25,1996-01-20,IL,2000,1143.06,0,FEMALE,Masters,tech-support,own-child,63100,-54100,2015-01-16,Multi-vehicle Collision,Total Loss,VA,Riverwood,0,3,NO,0,1,72900,14580,14580,43740,Nissan,Maxima,2010,N
215,38,2010-03-01,IN,500,1405.71,0,FEMALE,PhD,craft-repair,unmarried,0,0,2015-02-01,Single Vehicle Collision,Total Loss,SC,Arlington,10,1,?,0,1,70700,7070,14140,49490,Volkswagen,Passat,2008,N
140,30,2014-06-15,IL,500,1354.2,0,FEMALE,College,adm-clerical,wife,100500,0,2015-02-10,Multi-vehicle Collision,Minor Damage,SC,Columbus,4,4,?,0,0,60170,5470,10940,43760,Nissan,Pathfinder,2006,N
250,42,2004-11-25,IN,500,1055.6,0,MALE,High School,exec-managerial,husband,69500,-40700,2015-01-03,Single Vehicle Collision,Major Damage,SC,Columbus,16,1,?,1,1,74800,13600,6800,54400,Ford,Fusion,2009,Y
286,41,2000-08-26,IL,1000,999.43,0,MALE,College,prof-specialty,wife,25800,0,2015-01-01,Vehicle Theft,Trivial Damage,WV,Northbend,3,1,YES,2,0,4100,820,410,2870,Chevrolet,Malibu,2009,N
356,47,2005-08-23,IN,2000,1155.97,0,MALE,High School,prof-specialty,husband,0,0,2015-02-23,Single Vehicle Collision,Minor Damage,SC,Columbus,5,1,YES,0,3,61490,5590,11180,44720,Dodge,RAM,2009,N
65,29,1990-08-09,IL,1000,1726.91,0,MALE,High School,other-service,own-child,0,0,2015-01-28,Vehicle Theft,Trivial Damage,VA,Hillsdale,14,1,?,0,0,7200,720,1440,5040,Audi,A5,1999,N
187,34,2003-03-28,IN,500,1232.57,0,FEMALE,PhD,machine-op-inspct,not-in-family,59500,0,2015-02-22,Multi-vehicle Collision,Minor Damage,NY,Arlington,7,3,?,0,0,45100,8200,4100,32800,Nissan,Pathfinder,2011,N
386,53,2007-10-23,OH,500,1078.65,0,MALE,JD,craft-repair,not-in-family,36800,0,2015-01-03,Single Vehicle Collision,Minor Damage,WV,Northbend,16,1,?,2,3,66660,12120,6060,48480,Honda,Civic,2006,N
197,41,1996-06-27,OH,1000,1324.78,0,FEMALE,PhD,prof-specialty,not-in-family,0,-64500,2015-01-10,Single Vehicle Collision,Major Damage,NC,Northbrook,6,1,NO,2,2,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y
166,37,1994-12-11,IN,500,1518.54,0,FEMALE,MD,craft-repair,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Total Loss,PA,Riverwood,10,1,YES,1,1,58300,10600,10600,37100,Ford,F150,2001,N
293,49,1995-12-05,IL,2000,1239.06,0,FEMALE,JD,transport-moving,husband,34900,0,2015-01-10,Single Vehicle Collision,Total Loss,SC,Riverwood,19,1,?,1,1,57310,5210,10420,41680,Volkswagen,Passat,2002,N
179,32,1996-12-15,OH,2000,1246.68,0,FEMALE,PhD,priv-house-serv,own-child,0,0,2015-01-28,Single Vehicle Collision,Minor Damage,NY,Arlington,10,1,?,0,1,53100,5900,5900,41300,Suburu,Impreza,2006,N
76,24,2011-06-06,OH,1000,1622.67,0,FEMALE,MD,priv-house-serv,husband,0,0,2015-02-18,Multi-vehicle Collision,Total Loss,WV,Riverwood,6,3,NO,1,1,74700,14940,7470,52290,Suburu,Forrestor,1997,N
105,28,1995-12-13,OH,500,1082.36,0,FEMALE,Associate,prof-specialty,own-child,0,0,2015-01-24,Multi-vehicle Collision,Major Damage,SC,Riverwood,12,3,NO,2,2,60500,12100,6050,42350,Audi,A5,1995,N
97,26,1997-10-28,OH,1000,1270.55,0,MALE,Masters,protective-serv,unmarried,0,-72100,2015-01-20,Multi-vehicle Collision,Total Loss,NC,Riverwood,10,3,YES,2,3,84920,7720,15440,61760,Jeep,Wrangler,2006,Y
148,36,1996-01-04,IL,1000,1236.32,5000000,FEMALE,MD,adm-clerical,own-child,55100,0,2015-01-10,Single Vehicle Collision,Total Loss,PA,Northbrook,0,1,NO,2,0,61050,5550,11100,44400,Dodge,Neon,2009,N
77,26,2008-05-09,IL,2000,785.82,0,MALE,JD,exec-managerial,other-relative,49700,0,2015-01-07,Multi-vehicle Collision,Major Damage,NY,Hillsdale,12,3,YES,2,0,69080,12560,6280,50240,Audi,A5,2009,Y
295,46,2009-12-05,IN,500,1265.84,0,FEMALE,JD,prof-specialty,own-child,52200,-44500,2015-01-16,Vehicle Theft,Minor Damage,VA,Arlington,10,1,YES,1,3,4560,760,380,3420,Nissan,Pathfinder,2007,N
126,28,1992-01-05,IN,500,1508.9,0,FEMALE,JD,machine-op-inspct,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Total Loss,WV,Northbend,3,4,NO,0,1,67800,11300,11300,45200,Ford,F150,2011,N
132,32,1997-11-15,OH,2000,1106.84,0,MALE,PhD,other-service,wife,43100,-31900,2015-01-07,Vehicle Theft,Minor Damage,SC,Riverwood,21,1,YES,1,1,5600,1120,560,3920,Suburu,Legacy,2005,N
370,55,2012-12-22,IN,2000,1389.13,7000000,MALE,JD,other-service,wife,0,-53200,2015-02-17,Vehicle Theft,Minor Damage,NC,Northbrook,6,1,?,0,2,9000,900,1800,6300,Mercedes,ML350,2015,N
257,43,1992-05-19,IN,1000,974.84,0,FEMALE,JD,transport-moving,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Total Loss,VA,Northbend,0,1,NO,0,1,85320,21330,7110,56880,Nissan,Pathfinder,2006,N
9,24,2002-05-25,IL,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,other-relative,51700,-33300,2015-01-31,Vehicle Theft,Trivial Damage,NC,Arlington,6,1,NO,0,3,5940,540,1080,4320,Audi,A5,2001,Y
185,34,2010-04-21,OH,500,1257.36,0,FEMALE,PhD,armed-forces,husband,0,0,2015-02-27,Multi-vehicle Collision,Major Damage,SC,Arlington,20,3,YES,1,1,51370,9340,4670,37360,BMW,M5,2000,Y
234,43,1990-03-26,OH,500,1257.04,0,MALE,Associate,protective-serv,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Major Damage,SC,Northbrook,4,1,NO,2,2,51600,10320,5160,36120,Dodge,Neon,2011,N
253,44,2007-05-12,OH,2000,719.52,0,FEMALE,High School,farming-fishing,own-child,45800,0,2015-02-13,Parked Car,Trivial Damage,SC,Arlington,9,1,NO,0,3,5400,600,600,4200,Chevrolet,Malibu,1998,N
233,39,2001-01-02,OH,2000,1524.18,0,MALE,JD,craft-repair,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Minor Damage,SC,Northbrook,20,3,?,1,0,48870,5430,5430,38010,Saab,95,1999,N
274,44,2006-08-10,IN,500,1395.58,0,FEMALE,JD,tech-support,husband,0,0,2015-02-05,Vehicle Theft,Minor Damage,WV,Springfield,7,1,NO,2,1,5590,860,860,3870,BMW,X5,2000,N
297,48,2014-07-28,IL,1000,1243.68,0,MALE,Masters,protective-serv,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Major Damage,NY,Springfield,18,3,?,0,2,54960,6870,0,48090,Toyota,Corolla,2002,Y
273,47,2011-09-27,OH,1000,1189.04,0,FEMALE,Associate,prof-specialty,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Minor Damage,VA,Northbrook,0,3,NO,1,3,39800,7960,3980,27860,Jeep,Wrangler,2014,N
147,37,2013-04-20,IN,2000,1375.29,0,FEMALE,Masters,armed-forces,own-child,0,0,2015-01-31,Multi-vehicle Collision,Major Damage,SC,Columbus,11,3,?,0,1,56160,6240,6240,43680,Ford,Fusion,2015,Y
285,42,1991-03-20,IN,500,1389.13,0,MALE,Associate,priv-house-serv,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Total Loss,VA,Hillsdale,13,1,NO,0,3,52700,5270,10540,36890,Toyota,Corolla,2005,N
289,43,2002-12-21,OH,1000,1387.51,0,FEMALE,Associate,sales,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Minor Damage,NY,Riverwood,19,3,YES,1,3,68580,7620,7620,53340,Jeep,Wrangler,2010,N
427,60,2005-12-03,IN,1000,1178.61,7000000,MALE,MD,craft-repair,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Major Damage,NY,Springfield,23,1,YES,1,2,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y
380,53,2011-05-25,IL,2000,1166.62,6000000,MALE,Associate,priv-house-serv,wife,0,0,2015-02-24,Parked Car,Trivial Damage,NC,Northbend,23,1,NO,0,3,5700,570,570,4560,Saab,93,2001,N
13,21,2006-10-18,IN,1000,1556.31,0,MALE,Associate,prof-specialty,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Total Loss,NY,Hillsdale,19,3,YES,2,0,94930,8630,8630,77670,Accura,RSX,2014,N
282,43,2006-07-19,OH,500,1452.27,0,MALE,MD,farming-fishing,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Major Damage,SC,Northbend,19,1,NO,1,2,46800,4680,9360,32760,Audi,A5,2007,Y
312,47,2002-06-08,OH,1000,1212.07,0,FEMALE,MD,exec-managerial,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Total Loss,NY,Northbend,17,3,NO,2,3,56320,7040,7040,42240,Mercedes,ML350,2000,N
266,46,2009-02-12,OH,2000,1578.54,0,MALE,Associate,handlers-cleaners,husband,0,-41400,2015-01-21,Single Vehicle Collision,Minor Damage,WV,Hillsdale,18,1,NO,1,3,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
30,36,2001-05-14,IN,500,1488.26,0,FEMALE,College,machine-op-inspct,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Total Loss,WV,Northbrook,17,3,NO,2,2,57900,5790,5790,46320,Saab,95,2008,N
198,36,2001-02-16,IN,1000,1096.39,0,MALE,High School,armed-forces,own-child,0,0,2015-01-26,Multi-vehicle Collision,Total Loss,SC,Springfield,11,3,?,1,3,49410,5490,5490,38430,Audi,A3,2015,N
290,45,1993-11-18,OH,2000,1215.36,0,MALE,Associate,tech-support,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Minor Damage,WV,Northbend,22,3,?,0,1,66200,6620,6620,52960,Suburu,Impreza,2012,N
260,46,1990-02-18,OH,2000,1482.57,0,MALE,MD,priv-house-serv,husband,35000,0,2015-02-20,Single Vehicle Collision,Minor Damage,NY,Columbus,7,1,NO,0,1,64080,10680,10680,42720,Toyota,Camry,2005,N
233,43,2000-05-21,OH,1000,954.18,0,FEMALE,College,tech-support,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Minor Damage,SC,Northbrook,17,3,?,2,3,42500,8500,4250,29750,Nissan,Pathfinder,2000,N
130,30,2012-08-26,IL,2000,1193.4,0,MALE,PhD,exec-managerial,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Total Loss,SC,Columbus,16,3,NO,2,3,48950,8900,4450,35600,Suburu,Legacy,2005,N
230,42,2004-11-16,IN,1000,1023.11,0,FEMALE,MD,adm-clerical,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Minor Damage,NY,Northbend,13,3,NO,1,2,58850,10700,10700,37450,Accura,MDX,1999,N
212,40,2003-01-23,IL,1000,1524.45,0,FEMALE,Masters,other-service,husband,73200,0,2015-02-11,Multi-vehicle Collision,Minor Damage,NY,Northbrook,17,3,YES,0,2,82400,8240,8240,65920,Nissan,Pathfinder,2006,N
299,44,2008-11-07,OH,1000,1653.32,0,FEMALE,College,other-service,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Minor Damage,WV,Springfield,3,1,YES,2,0,54240,6780,6780,40680,Suburu,Impreza,2009,N
91,26,1999-10-19,IL,1000,1022.46,0,FEMALE,Associate,armed-forces,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Minor Damage,SC,Arlington,15,3,?,0,2,74200,7420,7420,59360,Jeep,Wrangler,1996,N
